trip_id,stop_id,arrival_time,departure_time,stop_sequence
2066,966,15:26:00,15:26:00,2
2066,522,15:36:00,15:36:00,3
2326,1082,16:02:00,16:02:00,0
2326,250,16:18:00,16:22:00,1
2326,966,17:26:00,17:26:00,2
2326,522,17:36:00,17:36:00,3
2445,522,08:26:00,08:26:00,0
2445,966,08:34:00,08:35:00,1
2445,250,09:37:00,09:39:00,2
2445,1082,09:54:00,09:54:00,3
245,522,16:26:00,16:26:00,0
245,966,16:34:00,16:35:00,1
245,250,17:37:00,17:39:00,2
245,1082,17:54:00,17:54:00,3
2450,507,17:23:00,17:23:00,0
2450,421,17:36:00,17:37:00,1
2450,818,17:53:00,17:53:00,2
2450,1261,18:00:00,18:09:00,3
2450,45,18:20:00,18:21:00,4
2450,1218,18:41:00,18:42:00,5
2450,380,19:02:00,19:05:00,6
2450,1010,19:56:00,19:58:00,7
2450,300,20:13:00,20:14:00,8
2450,788,20:36:00,20:55:00,9
2450,1027,20:57:00,20:57:00,10
2450,1389,21:23:00,21:23:00,11
2483,1173,19:20:00,19:20:00,0
2483,511,19:30:00,19:30:00,1
2483,1051,19:31:00,19:32:00,2
2483,846,19:41:00,19:41:00,3
2483,518,19:53:00,19:54:00,4
2483,269,20:20:00,20:20:00,5
2527,1082,10:02:00,10:02:00,0
2527,250,10:18:00,10:22:00,1
2527,966,11:26:00,11:26:00,2
2527,522,11:36:00,11:36:00,3
253,1389,07:00:00,07:00:00,0
253,1027,07:27:00,07:27:00,1
2566,1027,20:27:00,20:27:00,0
2566,1389,20:53:00,20:53:00,1
422,1173,08:43:00,08:43:00,0
422,627,09:08:00,09:11:00,1
422,541,10:03:00,10:10:00,2
422,847,10:47:00,10:49:00,3
422,153,10:54:00,10:54:00,4
422,760,11:01:00,11:07:00,5
422,554,11:35:00,11:37:00,6
422,966,14:33:00,14:37:00,7
422,250,15:38:00,15:40:00,8
422,1082,15:55:00,15:55:00,9
611,522,10:26:00,10:26:00,0
611,966,10:34:00,10:35:00,1
611,250,11:37:00,11:39:00,2
611,1082,11:54:00,11:54:00,3
108,214,20:28:00,20:28:00,0
108,90,20:31:00,20:32:00,1
108,1074,20:47:00,20:48:00,2
108,497,20:56:00,20:57:00,3
108,932,21:06:00,21:07:00,4
108,1393,21:20:00,21:21:00,5
108,236,21:33:00,21:35:00,6
108,376,21:37:00,21:38:00,7
108,694,21:51:00,21:52:00,8
108,1185,21:58:00,21:59:00,9
108,957,22:06:00,22:07:00,10
108,949,22:27:00,22:28:00,11
108,559,22:42:00,22:43:00,12
108,721,22:52:00,22:53:00,13
108,1181,23:36:00,24:01:00,14
108,1299,25:50:00,26:07:00,15
108,1279,26:28:00,26:31:00,16
108,1353,27:15:00,27:17:00,17
108,66,27:51:00,27:53:00,18
108,537,28:16:00,28:17:00,19
108,622,28:26:00,28:27:00,20
108,91,28:45:00,29:25:00,21
108,55,30:04:00,30:06:00,22
108,701,30:20:00,30:22:00,23
108,314,30:50:00,30:56:00,24
108,546,31:33:00,31:35:00,25
108,865,32:21:00,32:21:00,26
1217,1013,27:45:00,27:45:00,0
1217,188,28:52:00,29:10:00,1
1217,783,30:00:00,30:02:00,2
1217,324,30:26:00,30:29:00,3
1217,471,30:34:00,30:40:00,4
1217,524,31:20:00,31:20:00,5
1217,946,31:23:00,31:23:00,6
1219,367,19:25:00,19:25:00,0
1219,518,20:06:00,20:07:00,1
1219,511,20:27:00,20:27:00,2
1219,1173,20:39:00,20:42:00,3
1219,627,21:08:00,21:10:00,4
1219,541,22:03:00,22:10:00,5
1219,847,22:47:00,22:49:00,6
1219,153,22:54:00,22:54:00,7
1219,760,23:01:00,23:50:00,8
1219,974,25:31:00,25:33:00,9
1219,1338,25:40:00,26:15:00,10
1219,742,26:19:00,26:19:00,11
1219,342,26:21:00,26:33:00,12
1219,816,26:46:00,26:58:00,13
1219,66,28:13:00,28:15:00,14
1219,537,28:36:00,28:37:00,15
1219,91,28:59:00,29:25:00,16
1219,55,30:04:00,30:06:00,17
1219,701,30:20:00,30:22:00,18
1219,314,30:50:00,30:56:00,19
1219,546,31:33:00,31:35:00,20
1219,865,32:21:00,32:21:00,21
1549,946,22:32:00,22:32:00,0
1549,524,22:36:00,22:36:00,1
1549,333,23:21:00,23:27:00,2
1549,592,23:32:00,23:35:00,3
1549,1344,23:59:00,24:01:00,4
1549,188,24:49:00,25:00:00,5
1549,439,25:14:00,25:16:00,6
1549,237,26:10:00,26:10:00,7
1788,367,20:40:00,20:40:00,0
1788,1373,20:53:00,20:55:00,1
1788,1316,21:25:00,21:26:00,2
1788,655,22:00:00,22:02:00,3
1788,956,22:19:00,22:20:00,4
1788,946,22:29:00,22:29:00,5
179,865,20:07:00,20:07:00,0
179,546,20:50:00,20:52:00,1
179,314,21:27:00,21:28:00,2
179,701,21:55:00,21:56:00,3
179,55,22:10:00,22:11:00,4
179,91,22:47:00,23:22:00,5
179,622,23:41:00,23:42:00,6
179,537,23:52:00,23:53:00,7
179,66,24:18:00,24:20:00,8
179,1353,24:54:00,24:56:00,9
179,1279,25:38:00,25:40:00,10
179,1299,26:02:00,26:18:00,11
179,1181,28:08:00,28:56:00,12
179,721,29:44:00,29:45:00,13
179,559,29:52:00,29:53:00,14
179,949,30:08:00,30:09:00,15
179,957,30:27:00,30:28:00,16
179,1185,30:35:00,30:36:00,17
179,694,30:42:00,30:43:00,18
179,376,30:56:00,30:57:00,19
179,236,31:00:00,31:05:00,20
179,1393,31:16:00,31:17:00,21
179,932,31:30:00,31:31:00,22
179,497,31:40:00,31:41:00,23
179,1074,31:50:00,31:51:00,24
179,90,32:09:00,32:10:00,25
179,214,32:14:00,32:14:00,26
202,865,20:07:00,20:07:00,0
202,546,20:50:00,20:52:00,1
202,314,21:27:00,21:28:00,2
202,701,21:55:00,21:56:00,3
202,55,22:10:00,22:11:00,4
202,91,22:47:00,23:22:00,5
202,622,23:41:00,23:42:00,6
202,537,23:52:00,23:53:00,7
202,66,24:18:00,24:20:00,8
202,1353,24:54:00,24:56:00,9
202,1279,25:42:00,25:49:00,10
202,1299,26:10:00,26:18:00,11
202,1181,28:08:00,28:56:00,12
202,721,29:44:00,29:45:00,13
202,559,29:52:00,29:53:00,14
202,949,30:08:00,30:09:00,15
202,957,30:27:00,30:28:00,16
202,1185,30:35:00,30:36:00,17
202,694,30:42:00,30:43:00,18
202,376,30:56:00,30:57:00,19
202,236,31:00:00,31:05:00,20
202,1393,31:16:00,31:17:00,21
202,932,31:30:00,31:31:00,22
202,497,31:40:00,31:41:00,23
202,1074,31:50:00,31:51:00,24
202,90,32:09:00,32:10:00,25
202,214,32:14:00,32:14:00,26
244,1013,25:40:00,25:40:00,0
244,117,27:57:00,28:20:00,1
244,818,28:47:00,28:47:00,2
244,1261,28:55:00,29:03:00,3
244,45,29:14:00,29:15:00,4
244,1218,29:36:00,29:37:00,5
244,380,29:57:00,29:57:00,6
264,367,19:25:00,19:25:00,0
264,518,20:06:00,20:07:00,1
264,511,20:27:00,20:27:00,2
264,1173,20:39:00,20:39:00,3
2711,865,20:07:00,20:07:00,0
2711,546,20:50:00,20:52:00,1
2711,314,21:27:00,21:28:00,2
2711,701,21:55:00,21:56:00,3
2711,55,22:10:00,22:11:00,4
2711,91,22:47:00,23:33:00,5
2711,622,23:52:00,23:53:00,6
2711,537,24:03:00,24:04:00,7
2711,66,24:29:00,24:35:00,8
2711,1279,25:25:00,25:26:00,9
2711,1299,25:49:00,26:14:00,10
2711,1181,28:08:00,28:56:00,11
2711,721,29:44:00,29:45:00,12
2711,559,29:52:00,29:53:00,13
2711,949,30:08:00,30:09:00,14
2711,957,30:27:00,30:28:00,15
2711,1185,30:35:00,30:36:00,16
2711,694,30:42:00,30:43:00,17
2711,376,30:56:00,30:57:00,18
2711,236,31:00:00,31:05:00,19
2711,1393,31:16:00,31:17:00,20
2711,932,31:30:00,31:31:00,21
2711,497,31:40:00,31:41:00,22
2711,1074,31:50:00,31:51:00,23
2711,90,32:09:00,32:10:00,24
2711,214,32:14:00,32:14:00,25
2812,1173,20:42:00,20:42:00,0
2812,627,21:08:00,21:10:00,1
2812,541,22:03:00,22:10:00,2
2812,847,22:47:00,22:49:00,3
2812,153,22:54:00,22:54:00,4
2812,760,23:01:00,23:01:00,5
300,865,20:07:00,20:07:00,0
300,546,20:50:00,20:52:00,1
300,314,21:27:00,21:28:00,2
300,701,21:55:00,21:56:00,3
300,55,22:10:00,22:11:00,4
300,91,22:47:00,23:12:00,5
300,537,23:35:00,23:36:00,6
300,66,23:57:00,23:58:00,7
300,816,25:09:00,25:14:00,8
300,342,25:28:00,25:34:00,9
300,742,25:36:00,25:36:00,10
300,1338,25:40:00,26:20:00,11
300,974,26:27:00,26:30:00,12
300,760,28:15:00,28:59:00,13
300,153,29:06:00,29:06:00,14
300,847,29:11:00,29:13:00,15
300,541,29:50:00,29:53:00,16
300,627,30:44:00,30:45:00,17
300,1173,31:12:00,31:14:00,18
300,511,31:26:00,31:26:00,19
300,518,31:46:00,31:47:00,20
300,367,32:35:00,32:35:00,21
606,946,31:28:00,31:28:00,0
606,956,31:35:00,31:36:00,1
606,655,31:53:00,31:56:00,2
606,1316,32:29:00,32:30:00,3
606,1373,33:02:00,33:04:00,4
606,367,33:19:00,33:19:00,5
699,214,20:28:00,20:28:00,0
699,90,20:31:00,20:32:00,1
699,1074,20:47:00,20:48:00,2
699,497,20:56:00,20:57:00,3
699,932,21:06:00,21:07:00,4
699,1393,21:20:00,21:21:00,5
699,236,21:33:00,21:35:00,6
699,376,21:37:00,21:38:00,7
699,694,21:51:00,21:52:00,8
699,1185,21:58:00,21:59:00,9
699,957,22:06:00,22:07:00,10
699,949,22:27:00,22:28:00,11
699,559,22:42:00,22:43:00,12
699,721,22:52:00,22:53:00,13
699,1181,23:36:00,24:01:00,14
699,1299,25:50:00,26:07:00,15
699,1279,26:28:00,26:34:00,16
699,66,27:25:00,27:30:00,17
699,537,27:54:00,27:55:00,18
699,622,28:04:00,28:05:00,19
699,91,28:30:00,29:25:00,20
699,55,30:04:00,30:06:00,21
699,701,30:20:00,30:22:00,22
699,314,30:50:00,30:56:00,23
699,546,31:33:00,31:35:00,24
699,865,32:21:00,32:21:00,25
876,1013,25:40:00,25:40:00,0
876,117,27:57:00,28:20:00,1
876,818,28:47:00,28:47:00,2
876,1261,28:55:00,29:03:00,3
876,45,29:14:00,29:15:00,4
876,1218,29:36:00,29:37:00,5
876,380,29:57:00,30:20:00,6
876,1010,31:11:00,31:13:00,7
876,300,31:28:00,31:29:00,8
876,96,31:41:00,31:42:00,9
876,788,31:53:00,32:08:00,10
876,1027,32:10:00,32:10:00,11
876,1389,32:35:00,32:35:00,12
1030,194,07:50:00,07:50:00,0
1030,588,07:56:00,08:01:00,1
1030,224,08:05:00,08:06:00,2
1030,1055,09:44:00,09:46:00,3
1030,679,10:25:00,10:26:00,4
1030,836,11:11:00,11:16:00,5
1030,429,11:57:00,11:58:00,6
1030,1053,12:11:00,12:12:00,7
1030,865,12:37:00,12:37:00,8
1042,99,12:41:00,12:41:00,0
1042,1209,12:54:00,13:00:00,1
1042,162,13:08:00,13:08:00,2
1053,472,15:42:00,15:42:00,0
1053,969,15:52:00,15:55:00,1
1053,995,16:40:00,16:45:00,2
1053,49,16:48:00,16:48:00,3
1053,865,17:04:00,17:04:00,4
1057,1033,18:15:00,18:15:00,0
1057,590,18:24:00,18:25:00,1
1057,1245,18:31:00,18:32:00,2
1057,470,18:39:00,18:40:00,3
1057,1225,18:55:00,18:56:00,4
1057,952,19:02:00,19:12:00,5
1057,231,19:34:00,19:35:00,6
1057,656,19:50:00,19:52:00,7
1057,71,20:20:00,20:21:00,8
1057,1065,20:31:00,20:32:00,9
1057,766,20:39:00,20:46:00,10
1057,1352,20:52:00,20:53:00,11
1057,575,21:25:00,21:26:00,12
1057,328,21:33:00,21:41:00,13
1057,60,22:25:00,22:25:00,14
1085,520,13:33:00,13:33:00,0
1085,651,13:42:00,13:44:00,1
1085,1016,14:12:00,14:14:00,2
1085,59,14:34:00,14:36:00,3
1085,383,14:44:00,14:46:00,4
1085,1102,14:59:00,15:01:00,5
1085,579,15:18:00,15:24:00,6
1085,238,16:00:00,16:14:00,7
1085,232,16:44:00,16:46:00,8
1085,356,16:55:00,16:56:00,9
1085,430,17:27:00,17:31:00,10
1085,9,18:02:00,18:04:00,11
1085,1330,18:17:00,18:19:00,12
1085,874,18:58:00,19:15:00,13
1085,330,20:16:00,20:16:00,14
1096,194,11:46:00,11:46:00,0
1096,588,11:52:00,11:57:00,1
1096,224,12:02:00,12:04:00,2
1096,1055,13:42:00,13:45:00,3
1096,679,14:23:00,14:24:00,4
1096,836,15:10:00,15:15:00,5
1096,429,15:58:00,15:59:00,6
1096,1053,16:11:00,16:12:00,7
1096,865,16:38:00,16:38:00,8
1105,1328,14:27:00,14:27:00,0
1105,977,14:33:00,14:35:00,1
1105,476,16:12:00,16:14:00,2
1105,240,16:39:00,16:41:00,3
1105,88,17:33:00,17:35:00,4
1105,1045,18:28:00,18:30:00,5
1105,737,19:01:00,19:03:00,6
1105,825,19:25:00,19:28:00,7
1105,92,19:45:00,19:47:00,8
1105,303,20:30:00,20:34:00,9
1105,971,21:18:00,21:20:00,10
1105,1244,21:44:00,21:46:00,11
1105,549,22:09:00,22:10:00,12
1105,440,22:43:00,22:46:00,13
1105,821,23:34:00,23:36:00,14
1105,1366,23:47:00,23:52:00,15
1105,391,23:55:00,23:58:00,16
1105,138,24:04:00,24:04:00,17
1107,793,12:20:00,12:20:00,0
1107,76,12:35:00,12:37:00,1
1107,73,12:48:00,12:49:00,2
1107,607,12:58:00,12:59:00,3
1107,368,13:11:00,13:13:00,4
1107,1391,13:53:00,13:58:00,5
1107,509,14:54:00,14:56:00,6
1107,910,15:08:00,15:10:00,7
1107,1390,15:40:00,15:42:00,8
1107,520,16:11:00,16:17:00,9
1107,651,16:25:00,16:27:00,10
1107,1404,16:55:00,16:57:00,11
1107,614,17:12:00,17:13:00,12
1107,179,17:32:00,17:33:00,13
1107,1387,17:50:00,17:52:00,14
1107,404,17:59:00,17:59:00,15
1147,963,09:34:00,09:34:00,0
1147,651,09:42:00,09:44:00,1
1147,1016,10:12:00,10:14:00,2
1147,59,10:34:00,10:36:00,3
1147,383,10:44:00,10:46:00,4
1147,1102,10:59:00,11:01:00,5
1147,850,11:18:00,11:24:00,6
1147,238,12:00:00,12:14:00,7
1147,232,12:44:00,12:46:00,8
1147,356,12:55:00,12:56:00,9
1147,430,13:27:00,13:31:00,10
1147,9,14:02:00,14:04:00,11
1147,1330,14:17:00,14:19:00,12
1147,874,14:58:00,15:22:00,13
1147,330,16:19:00,16:19:00,14
1149,522,12:26:00,12:26:00,0
1149,966,12:34:00,12:35:00,1
1149,250,13:37:00,13:39:00,2
1149,1082,13:54:00,13:54:00,3
1155,522,08:26:00,08:26:00,0
1155,966,08:34:00,08:35:00,1
1155,250,09:37:00,09:39:00,2
1155,1082,09:54:00,09:54:00,3
1159,809,10:59:00,10:59:00,0
1159,41,12:04:00,12:04:00,1
1191,1033,20:12:00,20:12:00,0
1191,470,20:32:00,20:33:00,1
1191,952,20:52:00,20:54:00,2
1191,883,21:02:00,21:03:00,3
1191,1125,21:09:00,21:11:00,4
1191,556,21:22:00,21:23:00,5
1191,1205,21:28:00,21:29:00,6
1191,435,21:41:00,21:42:00,7
1191,417,21:55:00,21:56:00,8
1191,908,22:18:00,22:20:00,9
1191,86,22:43:00,22:47:00,10
1191,702,22:57:00,22:58:00,11
1191,1246,23:03:00,23:04:00,12
1191,418,23:09:00,23:10:00,13
1191,1025,23:16:00,23:16:00,14
1254,1033,18:15:00,18:15:00,0
1254,590,18:24:00,18:25:00,1
1254,1245,18:31:00,18:32:00,2
1254,470,18:39:00,18:40:00,3
1254,1225,18:55:00,18:56:00,4
1254,952,19:02:00,19:12:00,5
1254,231,19:34:00,19:35:00,6
1254,656,19:50:00,19:52:00,7
1254,71,20:20:00,20:21:00,8
1254,1065,20:31:00,20:32:00,9
1254,766,20:39:00,20:46:00,10
1254,1352,20:52:00,20:53:00,11
1254,575,21:21:00,21:22:00,12
1254,328,21:29:00,21:30:00,13
1254,60,22:14:00,22:14:00,14
1268,1328,12:20:00,12:20:00,0
1268,770,12:26:00,12:28:00,1
1268,1388,13:02:00,13:04:00,2
1268,476,14:10:00,14:12:00,3
1268,240,14:37:00,14:39:00,4
1268,88,15:28:00,15:30:00,5
1268,1045,16:28:00,16:30:00,6
1268,737,17:01:00,17:03:00,7
1268,323,17:26:00,17:29:00,8
1268,833,17:57:00,17:59:00,9
1268,303,18:32:00,18:34:00,10
1268,971,19:07:00,19:10:00,11
1268,1244,19:42:00,19:44:00,12
1268,943,20:35:00,20:38:00,13
1268,234,21:24:00,21:26:00,14
1268,361,21:37:00,21:41:00,15
1268,391,21:43:00,21:45:00,16
1268,138,21:52:00,21:52:00,17
130,1025,10:27:00,10:27:00,0
130,132,10:33:00,10:34:00,1
130,534,10:39:00,10:40:00,2
130,715,10:46:00,10:47:00,3
130,86,10:58:00,11:16:00,4
130,316,11:38:00,11:40:00,5
130,178,12:03:00,12:04:00,6
130,435,12:16:00,12:17:00,7
130,717,12:29:00,12:30:00,8
130,360,12:36:00,12:37:00,9
130,1125,12:48:00,12:52:00,10
130,1401,12:57:00,12:58:00,11
130,40,13:05:00,13:07:00,12
130,955,13:27:00,13:28:00,13
130,1087,13:48:00,13:48:00,14
1300,472,15:42:00,15:42:00,0
1300,969,15:52:00,15:55:00,1
1300,995,16:40:00,16:45:00,2
1300,49,16:48:00,16:48:00,3
1300,865,17:04:00,17:04:00,4
1301,159,12:00:00,12:00:00,0
1301,1183,12:04:00,12:05:00,1
1301,442,12:22:00,12:22:00,2
1301,915,12:32:00,12:33:00,3
1301,938,12:52:00,13:04:00,4
1301,754,13:30:00,13:33:00,5
1301,851,13:49:00,13:50:00,6
1301,41,14:01:00,14:01:00,7
1317,1328,13:58:00,13:58:00,0
1317,1036,14:07:00,14:08:00,1
1317,704,14:25:00,14:29:00,2
1317,332,14:56:00,15:04:00,3
1317,912,15:23:00,15:24:00,4
1317,450,15:33:00,15:34:00,5
1317,1183,15:51:00,15:53:00,6
1317,159,15:58:00,15:58:00,7
133,1082,12:07:00,12:07:00,0
133,327,12:17:00,12:17:00,1
133,529,12:26:00,12:28:00,2
133,1206,12:52:00,12:55:00,3
133,736,13:00:00,13:02:00,4
133,852,14:35:00,14:37:00,5
133,126,14:42:00,14:42:00,6
1343,330,11:52:00,11:52:00,0
1343,874,12:47:00,13:01:00,1
1343,1330,13:41:00,13:43:00,2
1343,9,13:57:00,13:59:00,3
1343,430,14:31:00,14:34:00,4
1343,356,15:02:00,15:04:00,5
1343,232,15:13:00,15:15:00,6
1343,238,15:48:00,16:00:00,7
1343,295,16:36:00,16:40:00,8
1343,395,16:59:00,17:01:00,9
1343,104,17:14:00,17:16:00,10
1343,791,17:24:00,17:26:00,11
1343,1360,17:45:00,17:47:00,12
1343,997,18:16:00,18:18:00,13
1343,926,18:27:00,18:27:00,14
1344,1082,16:02:00,16:02:00,0
1344,250,16:18:00,16:22:00,1
1344,966,17:26:00,17:26:00,2
1344,522,17:36:00,17:36:00,3
1355,3,05:43:00,05:43:00,0
1355,220,05:53:00,05:55:00,1
1355,995,06:40:00,06:45:00,2
1355,49,06:48:00,06:48:00,3
1355,865,07:04:00,07:04:00,4
1366,1328,12:20:00,12:20:00,0
1366,770,12:26:00,12:28:00,1
1366,1388,13:02:00,13:04:00,2
1366,476,14:10:00,14:12:00,3
1366,240,14:37:00,14:39:00,4
1366,88,15:18:00,15:20:00,5
1366,1045,16:31:00,16:33:00,6
1366,737,17:05:00,17:07:00,7
1366,323,17:39:00,17:42:00,8
1366,1192,18:09:00,18:11:00,9
1366,828,18:23:00,18:25:00,10
1366,1088,18:39:00,18:41:00,11
1366,1015,18:50:00,18:52:00,12
1366,971,19:33:00,19:35:00,13
1366,1244,20:00:00,20:02:00,14
1366,943,20:51:00,20:54:00,15
1366,234,21:43:00,21:52:00,16
1366,361,22:02:00,22:05:00,17
1366,391,22:08:00,22:10:00,18
1366,177,22:16:00,22:16:00,19
1377,1033,14:12:00,14:12:00,0
1377,470,14:32:00,14:33:00,1
1377,952,14:52:00,14:54:00,2
1377,883,15:02:00,15:03:00,3
1377,1125,15:09:00,15:11:00,4
1377,556,15:22:00,15:23:00,5
1377,1205,15:28:00,15:29:00,6
1377,435,15:41:00,15:42:00,7
1377,417,15:55:00,15:56:00,8
1377,908,16:18:00,16:20:00,9
1377,488,16:43:00,16:49:00,10
1377,702,16:59:00,17:00:00,11
1377,1246,17:06:00,17:07:00,12
1377,418,17:11:00,17:12:00,13
1377,1025,17:18:00,17:18:00,14
1379,1328,14:27:00,14:27:00,0
1379,977,14:33:00,14:35:00,1
1379,476,16:12:00,16:14:00,2
1379,240,16:39:00,16:41:00,3
1379,88,17:18:00,17:20:00,4
1379,1045,18:11:00,18:13:00,5
1379,737,18:43:00,18:45:00,6
1379,825,19:05:00,19:09:00,7
1379,1192,19:31:00,19:33:00,8
1379,828,19:45:00,19:47:00,9
1379,1088,19:58:00,20:02:00,10
1379,1015,20:12:00,20:14:00,11
1379,971,20:55:00,20:57:00,12
1379,1244,21:21:00,21:23:00,13
1379,549,21:46:00,21:47:00,14
1379,440,22:17:00,22:20:00,15
1379,821,23:02:00,23:04:00,16
1379,1366,23:16:00,23:19:00,17
1379,391,23:22:00,23:24:00,18
1379,138,23:31:00,23:31:00,19
1392,865,15:07:00,15:07:00,0
1392,1053,15:30:00,15:31:00,1
1392,429,15:43:00,15:44:00,2
1392,836,16:27:00,16:43:00,3
1392,679,17:29:00,17:30:00,4
1392,1055,18:10:00,18:12:00,5
1392,224,19:46:00,19:50:00,6
1392,588,19:55:00,19:59:00,7
1392,194,20:05:00,20:05:00,8
1395,971,06:10:00,06:10:00,0
1395,516,07:07:00,07:09:00,1
1395,621,07:13:00,07:15:00,2
1395,757,07:25:00,07:27:00,3
1395,341,07:33:00,07:35:00,4
1395,369,07:47:00,07:50:00,5
1395,389,08:15:00,08:18:00,6
1395,944,08:38:00,08:40:00,7
1395,452,09:16:00,09:18:00,8
1395,899,09:50:00,09:52:00,9
1395,1142,10:15:00,10:17:00,10
1395,364,10:43:00,10:45:00,11
1395,163,11:02:00,11:04:00,12
1395,1012,11:33:00,11:36:00,13
1395,1391,11:53:00,11:58:00,14
1395,509,12:54:00,12:56:00,15
1395,910,13:08:00,13:10:00,16
1395,1390,13:40:00,13:42:00,17
1395,520,14:11:00,14:17:00,18
1395,651,14:25:00,14:27:00,19
1395,1404,14:55:00,14:57:00,20
1395,614,15:12:00,15:13:00,21
1395,179,15:32:00,15:33:00,22
1395,877,15:50:00,15:52:00,23
1395,404,15:59:00,15:59:00,24
1405,1033,12:00:00,12:00:00,0
1405,374,12:06:00,12:08:00,1
1405,291,12:24:00,12:25:00,2
1405,888,12:43:00,12:44:00,3
1405,984,13:01:00,13:03:00,4
1405,997,13:30:00,13:32:00,5
1405,963,13:41:00,13:47:00,6
1405,505,14:15:00,14:17:00,7
1405,504,14:46:00,14:48:00,8
1405,456,15:01:00,15:03:00,9
1405,494,15:59:00,16:07:00,10
1405,204,16:23:00,16:25:00,11
1405,240,16:55:00,16:57:00,12
1405,251,17:12:00,17:14:00,13
1405,88,17:45:00,17:47:00,14
1405,1128,18:05:00,18:07:00,15
1405,1045,18:42:00,18:44:00,16
1405,134,18:54:00,18:56:00,17
1405,258,19:06:00,19:08:00,18
1405,737,19:21:00,19:23:00,19
1405,616,19:43:00,19:46:00,20
1405,473,20:18:00,20:20:00,21
1405,286,20:33:00,20:35:00,22
1405,762,20:41:00,20:43:00,23
1405,1088,20:50:00,20:52:00,24
1405,1354,21:00:00,21:02:00,25
1405,36,21:13:00,21:13:00,26
1406,1033,16:00:00,16:00:00,0
1406,374,16:06:00,16:08:00,1
1406,291,16:24:00,16:25:00,2
1406,888,16:43:00,16:44:00,3
1406,984,17:01:00,17:03:00,4
1406,997,17:31:00,17:33:00,5
1406,963,17:41:00,17:47:00,6
1406,505,18:15:00,18:17:00,7
1406,504,18:46:00,18:48:00,8
1406,456,19:01:00,19:03:00,9
1406,298,19:59:00,20:04:00,10
1406,240,20:48:00,20:50:00,11
1406,1058,21:09:00,21:11:00,12
1406,840,21:32:00,21:34:00,13
1406,610,21:54:00,21:56:00,14
1406,501,22:18:00,22:18:00,15
1411,926,07:34:00,07:34:00,0
1411,651,07:42:00,07:44:00,1
1411,1016,08:12:00,08:14:00,2
1411,59,08:34:00,08:36:00,3
1411,383,08:44:00,08:46:00,4
1411,1102,08:59:00,09:01:00,5
1411,579,09:18:00,09:24:00,6
1411,238,10:00:00,10:14:00,7
1411,232,10:44:00,10:46:00,8
1411,356,10:55:00,10:56:00,9
1411,430,11:27:00,11:31:00,10
1411,9,12:02:00,12:04:00,11
1411,1330,12:17:00,12:19:00,12
1411,874,12:56:00,13:13:00,13
1411,330,14:10:00,14:10:00,14
1416,1328,12:20:00,12:20:00,0
1416,770,12:26:00,12:28:00,1
1416,1388,13:02:00,13:04:00,2
1416,476,14:10:00,14:12:00,3
1416,240,14:37:00,14:39:00,4
1416,88,15:18:00,15:20:00,5
1416,1045,16:11:00,16:13:00,6
1416,737,16:43:00,16:45:00,7
1416,323,17:05:00,17:09:00,8
1416,1192,17:31:00,17:33:00,9
1416,828,17:45:00,17:47:00,10
1416,1088,17:58:00,18:02:00,11
1416,1015,18:12:00,18:14:00,12
